historical_sha	parents	author_date	subject	group	primary_lane	disposition	evidence	accepted_commit	notes
69431b5533fbcbd799d85fa84adbb46b3c73b8e3	516c764b9bbc19e498e2aa8b9b5bd6043f0d67b2	2026-08-07T23:07:05-04:00	perf(connection): preflight physical hole previews	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
d59133f3c3c53f0462f0c5dfb78df7108e70ee2d	69431b5533fbcbd799d85fa84adbb46b3c73b8e3	2026-08-07T23:07:05-04:00	perf(inspector): avoid eager catalog option solves	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
d1f4bcfb1a8582a2ea511b175b6034a55e508fc0	4077c2cd741c00fa3ad3f302a66d6997731b9e92	2026-08-07T22:12:16-04:00	perf(fit): bound catalog path fitting	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
2ec813ac76dab114224635a0a75896d8eb792292	d1f4bcfb1a8582a2ea511b175b6034a55e508fc0	2026-08-07T22:16:43-04:00	fix(foundry): preserve exact fit commits	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
1dccca166bc4594e96dd3e10b7b1c4a2337ad4cb	8485dcf5790826129e6876e035096cdbf45154d1	2026-08-07T22:40:25-04:00	perf(fit): skip fallback after accepted four-bar fit	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
4077c2cd741c00fa3ad3f302a66d6997731b9e92	6c52e2046644a15d5a132fb7a2931db336173b73	2026-08-07T21:28:07-04:00	perf(mechanism): reuse connection candidates during playback	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
7b466f386b376a1348a299d44b1dcda1db9d1135	e2f608ba76833e332ee50806f58c18a43d8b6276	2026-08-08T11:51:02-04:00	perf(foundry): reuse physical envelope validation	edit_authority	G1	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G1/result.md	a52ef5dc5bf3f6d0dce43b525f19b7fd0e0690a4	clean implementation plus G1 freeze
edd401c1cef9566b437386c9ba41aa641b789f2c	9c32a7c6334c83d5680a6c1e47414408120ec7aa	2026-08-08T11:17:29-04:00	fix(fabrication): enforce physical board boundary	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
bf93b3655b2e51c8acb26b1912bf527aed48b90c	edd401c1cef9566b437386c9ba41aa641b789f2c	2026-08-08T11:18:29-04:00	fix(foundry): keep generated mechanisms on board	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
4506500633970b01f6624cd071e06c0efa70a9d8	bf93b3655b2e51c8acb26b1912bf527aed48b90c	2026-08-08T11:34:01-04:00	fix(fabrication): align base holes with board coordinates	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
6a6667435f20b89687c2a696c6fd1af9a29c1e8c	29e5432fcf78cc3c03dc14b91fb2ee35e0cf8c2e	2026-08-08T11:46:21-04:00	fix(foundry): align assembly board overlay scene	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
e2f608ba76833e332ee50806f58c18a43d8b6276	6a6667435f20b89687c2a696c6fd1af9a29c1e8c	2026-08-08T11:49:31-04:00	fix(fabrication): center even board coordinates	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
ef7a45d9609446e50d281f1d206aaca38f353fce	7b466f386b376a1348a299d44b1dcda1db9d1135	2026-08-08T11:53:52-04:00	fix(fabrication): preserve explicit board anchors	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
565f0b40545038921885543ae27f9037c56ff118	ef7a45d9609446e50d281f1d206aaca38f353fce	2026-08-08T11:57:16-04:00	fix(fabrication): align reviewed board source	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
b8ad07782a4c54332b19249c9fb8653a2c5dd6e1	565f0b40545038921885543ae27f9037c56ff118	2026-08-08T12:12:40-04:00	fix(design): align physical candidate board policy	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
607a2e4a176acfaed98293bc6fe140e1bc1e8a1d	c4605d2df704a75b09e5da9a4615800fedc595b7	2026-08-08T12:23:13-04:00	fix(design): gate family changes by board setting	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
b65aa41a3aef47bd56d0c8302273fd9c6611e71c	8b2f3ee13f08334d1097efeab8f534d3484172c7	2026-08-08T12:25:36-04:00	fix(design): scope board gate to authoring	board	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
29e5432fcf78cc3c03dc14b91fb2ee35e0cf8c2e	4506500633970b01f6624cd071e06c0efa70a9d8	2026-08-08T11:39:57-04:00	fix(fabrication): require project-ready build stages	readiness	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
c11fdfd72d692cd7b066e6f502d1d304600590b2	b8ad07782a4c54332b19249c9fb8653a2c5dd6e1	2026-08-08T12:16:21-04:00	fix(fabrication): gate assemblies by board fit	readiness	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
e4a8fef3c96502b27fc01754fb903a3b558c3121	c11fdfd72d692cd7b066e6f502d1d304600590b2	2026-08-08T12:19:04-04:00	fix(foundry): surface fit readiness state	readiness	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
c4605d2df704a75b09e5da9a4615800fedc595b7	e4a8fef3c96502b27fc01754fb903a3b558c3121	2026-08-08T12:22:34-04:00	fix(fabrication): validate cut parts independently	readiness	G2	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147	Intent retained and reconciled through shared board/readiness contracts
0b9b1979b4fcaacd3d5b882681d86b9760c752f7	b8112a41405cb619108426e7e9e454bdd1e26b5e	2026-08-05T17:48:29-04:00	fix(foundry): retain valid preview during rejected edits	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
078d8cea224967a17ce8cfc9b335f655d53a9914	0b9b1979b4fcaacd3d5b882681d86b9760c752f7	2026-08-05T18:38:45-04:00	fix(foundry): correct retained frame updates	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
b6fadabcbfc1269a66b6d050d9c29b3f1820c968	078d8cea224967a17ce8cfc9b335f655d53a9914	2026-08-06T09:59:51-04:00	fix(foundry): separate Design structural and frame models	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
8628dfa369167c7e1af1b26d5469ca085d364a04	d1b95f7c5a7484b60b3ccbb7c3bb7c22191260e6	2026-08-07T12:00:30-04:00	fix(foundry): close Task 5 correction boundary	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
3431186e4b7edcc62e37310a4ff5c2bc3a7b1fab	8628dfa369167c7e1af1b26d5469ca085d364a04	2026-08-07T15:36:44-04:00	fix(design): preserve snapped fabrication combinations	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
24013adde17e5f27ce79a839fec9390197044c65	3431186e4b7edcc62e37310a4ff5c2bc3a7b1fab	2026-08-07T17:26:05-04:00	fix(design): propagate automatic snap feedback	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
8b2f3ee13f08334d1097efeab8f534d3484172c7	607a2e4a176acfaed98293bc6fe140e1bc1e8a1d	2026-08-08T12:23:30-04:00	fix(foundry): keep connection handles interactive	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
5e52d5752c7f7b8508c1d60352b7ef9373aeae7e	868b2b523f43189d9104fca0fb7a67029cbe11ad	2026-07-30T08:20:39-04:00	fix(assembly): isolate stage explode	renderer_stage	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
6c52e2046644a15d5a132fb7a2931db336173b73	4c7fc4103a82e42cb59d86b13683f64d9b814a6c	2026-08-07T21:27:37-04:00	perf(workbench): retain low-cost playback frames	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
7a26b4a795a7e54e23796acf3a15eed605b4f4f3	2ec813ac76dab114224635a0a75896d8eb792292	2026-08-07T22:26:59-04:00	perf(foundry): pace low-resource playback	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
8485dcf5790826129e6876e035096cdbf45154d1	7a26b4a795a7e54e23796acf3a15eed605b4f4f3	2026-08-07T22:40:25-04:00	perf(foundry): coalesce low playback renders	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
516c764b9bbc19e498e2aa8b9b5bd6043f0d67b2	1dccca166bc4594e96dd3e10b7b1c4a2337ad4cb	2026-08-07T23:07:04-04:00	perf(path): coalesce shared low playback	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
a9c6a9901127dc58adf5ad9f0c7b5e3d062235ec	d59133f3c3c53f0462f0c5dfb78df7108e70ee2d	2026-08-08T00:19:54-04:00	perf(playback): pace shared path and assembly animation	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
345b619683aea16c9fdaccca21944b89858d4b22	a9c6a9901127dc58adf5ad9f0c7b5e3d062235ec	2026-08-08T00:20:19-04:00	perf(foundry): retain assembly preview frames	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
9c32a7c6334c83d5680a6c1e47414408120ec7aa	345b619683aea16c9fdaccca21944b89858d4b22	2026-08-08T00:22:16-04:00	perf(foundry): close constrained presentation gaps	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
f2e50c824499ee3ffdd58e643a300c28744c690f	82fc6f16f80176e9ee6e2579df56c540d3517273	2026-08-08T12:36:54-04:00	perf(playback): pace fallback work after frame stalls	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
a508a102315b86113e94393ac1c540bc5d162765	f2e50c824499ee3ffdd58e643a300c28744c690f	2026-08-08T12:38:13-04:00	perf(playback): avoid competing animation timers	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
29138b23c610ac4c72ab209e50a2d8fe59f87270	a508a102315b86113e94393ac1c540bc5d162765	2026-08-08T12:49:11-04:00	docs: add low-resource playback plan	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
f566c870122008f86a1ea56b72f53fccf1926c7a	29138b23c610ac4c72ab209e50a2d8fe59f87270	2026-08-08T12:49:11-04:00	perf(renderer): coalesce retained playback frames	playback_performance	G3	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b	Intent retained through measured clean-implementation G3 seams; historical implementation not replayed
745a0c54270c893f8767a298ab7c50ec4c06dc73	225e0cae1062ae9244e1350d488fa1867249e90a	2026-07-17T21:41:16-04:00	gitignore transient debug/repro scratch	repository_hygiene	G6	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G6/result.md	c4731321ea5201929c2caf284b992199fa1e8e89	Intent retained under root-local hygiene and release contracts
3e679032025197d070f97f4065af527826f8423a	24013adde17e5f27ce79a839fec9390197044c65	2026-08-07T20:00:02-04:00	chore(sdd): remove generated task report	repository_hygiene	G6	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G6/result.md	c4731321ea5201929c2caf284b992199fa1e8e89	Intent retained under root-local hygiene and release contracts
82fc6f16f80176e9ee6e2579df56c540d3517273	b65aa41a3aef47bd56d0c8302273fd9c6611e71c	2026-08-08T12:33:28-04:00	chore: ignore local worktrees	repository_hygiene	G6	VERIFIED_CLEAN_IMPLEMENTATION	artifacts/quality/G6/result.md	c4731321ea5201929c2caf284b992199fa1e8e89	Intent retained under root-local hygiene and release contracts
482b36aec8811956c08626ebe634d9dc2fa646d1	95aaca21ba80a38ee764c224e696191a20877687	2026-07-17T12:35:22-04:00	Add the study telemetry Cloudflare Worker and deploy plumbing	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
4384ea1c94483c0e28f67adb78a1d2c08ed7bae7	482b36aec8811956c08626ebe634d9dc2fa646d1	2026-07-17T12:35:49-04:00	Add the study telemetry client collector and bug intake	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
292c926c259abfcab7d7b33676f045db14ee5ebb	4384ea1c94483c0e28f67adb78a1d2c08ed7bae7	2026-07-17T12:36:04-04:00	Wire study telemetry and bug intake into the app surfaces	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
a56b867a01336529149ce1ce8c6c1e4b124e618e	292c926c259abfcab7d7b33676f045db14ee5ebb	2026-07-17T12:36:15-04:00	Add study telemetry tests, contracts, and the replay CLI	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
4a0b9753ea08ba067e9ecf4edf7d5c3f0a31dad0	a56b867a01336529149ce1ce8c6c1e4b124e618e	2026-07-17T12:36:24-04:00	Document the study telemetry scope and local-first boundary	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
99b4f71fa4791ad798b2028d5e8bf78f6804acb7	4a0b9753ea08ba067e9ecf4edf7d5c3f0a31dad0	2026-07-17T12:56:24-04:00	Harden study telemetry recovery and flush retry (review pass)	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
20863e26d31584454979b1dd37932489c28f5a43	99b4f71fa4791ad798b2028d5e8bf78f6804acb7	2026-07-17T13:28:40-04:00	Drop dead set_foundry_export from replay + history undoable lists	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
9c602838b8ef49ceda3f32829cc0e2278366acfb	20863e26d31584454979b1dd37932489c28f5a43	2026-07-17T13:30:50-04:00	Surface silent snapshot/begin loss in study replay	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
57bf491f43adf1309efbe3c09cec7f02d6b0363d	9c602838b8ef49ceda3f32829cc0e2278366acfb	2026-07-17T13:41:31-04:00	Add replay-fidelity and chunk-loss tests to study telemetry suite	study_telemetry	G8	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef	Bounded quantitative summary retains the admissible measurement intent; replay, snapshots, durable delivery, server, screenshots, bug intake, and action streams remain intentionally absent
