historical_sha	hunk_id	path	old_range	new_range	context	primary_lane	disposition	rationale	evidence	accepted_commit
565f0b40545038921885543ae27f9037c56ff118	565f0b40545038921885543ae27f9037c56ff118:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
b8ad07782a4c54332b19249c9fb8653a2c5dd6e1	b8ad07782a4c54332b19249c9fb8653a2c5dd6e1:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
607a2e4a176acfaed98293bc6fe140e1bc1e8a1d	607a2e4a176acfaed98293bc6fe140e1bc1e8a1d:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
b65aa41a3aef47bd56d0c8302273fd9c6611e71c	b65aa41a3aef47bd56d0c8302273fd9c6611e71c:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
29e5432fcf78cc3c03dc14b91fb2ee35e0cf8c2e	29e5432fcf78cc3c03dc14b91fb2ee35e0cf8c2e:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
c11fdfd72d692cd7b066e6f502d1d304600590b2	c11fdfd72d692cd7b066e6f502d1d304600590b2:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
e4a8fef3c96502b27fc01754fb903a3b558c3121	e4a8fef3c96502b27fc01754fb903a3b558c3121:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
c4605d2df704a75b09e5da9a4615800fedc595b7	c4605d2df704a75b09e5da9a4615800fedc595b7:ALL_HUNKS	*	*	*		G2	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reconciled through shared board/readiness contracts	artifacts/quality/G2/result.md	2796a77ea49fe7e1b8ed51bbe4747f735feeb147
0b9b1979b4fcaacd3d5b882681d86b9760c752f7	0b9b1979b4fcaacd3d5b882681d86b9760c752f7:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
078d8cea224967a17ce8cfc9b335f655d53a9914	078d8cea224967a17ce8cfc9b335f655d53a9914:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
b6fadabcbfc1269a66b6d050d9c29b3f1820c968	b6fadabcbfc1269a66b6d050d9c29b3f1820c968:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
8628dfa369167c7e1af1b26d5469ca085d364a04	8628dfa369167c7e1af1b26d5469ca085d364a04:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
3431186e4b7edcc62e37310a4ff5c2bc3a7b1fab	3431186e4b7edcc62e37310a4ff5c2bc3a7b1fab:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
24013adde17e5f27ce79a839fec9390197044c65	24013adde17e5f27ce79a839fec9390197044c65:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
8b2f3ee13f08334d1097efeab8f534d3484172c7	8b2f3ee13f08334d1097efeab8f534d3484172c7:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
5e52d5752c7f7b8508c1d60352b7ef9373aeae7e	5e52d5752c7f7b8508c1d60352b7ef9373aeae7e:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
6c52e2046644a15d5a132fb7a2931db336173b73	6c52e2046644a15d5a132fb7a2931db336173b73:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
7a26b4a795a7e54e23796acf3a15eed605b4f4f3	7a26b4a795a7e54e23796acf3a15eed605b4f4f3:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
8485dcf5790826129e6876e035096cdbf45154d1	8485dcf5790826129e6876e035096cdbf45154d1:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
516c764b9bbc19e498e2aa8b9b5bd6043f0d67b2	516c764b9bbc19e498e2aa8b9b5bd6043f0d67b2:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
a9c6a9901127dc58adf5ad9f0c7b5e3d062235ec	a9c6a9901127dc58adf5ad9f0c7b5e3d062235ec:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
345b619683aea16c9fdaccca21944b89858d4b22	345b619683aea16c9fdaccca21944b89858d4b22:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
9c32a7c6334c83d5680a6c1e47414408120ec7aa	9c32a7c6334c83d5680a6c1e47414408120ec7aa:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
f2e50c824499ee3ffdd58e643a300c28744c690f	f2e50c824499ee3ffdd58e643a300c28744c690f:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
a508a102315b86113e94393ac1c540bc5d162765	a508a102315b86113e94393ac1c540bc5d162765:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
29138b23c610ac4c72ab209e50a2d8fe59f87270	29138b23c610ac4c72ab209e50a2d8fe59f87270:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
f566c870122008f86a1ea56b72f53fccf1926c7a	f566c870122008f86a1ea56b72f53fccf1926c7a:ALL_HUNKS	*	*	*		G3	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained and reimplemented through measured lifecycle, prepared-frame, cadence, and resource contracts	artifacts/quality/G3/result.md	9af00126675783b1f5ba6e2a04add618eef85e3b
745a0c54270c893f8767a298ab7c50ec4c06dc73	745a0c54270c893f8767a298ab7c50ec4c06dc73:ALL_HUNKS	*	*	*		G6	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained under root-local hygiene and release contracts	artifacts/quality/G6/result.md	c4731321ea5201929c2caf284b992199fa1e8e89
3e679032025197d070f97f4065af527826f8423a	3e679032025197d070f97f4065af527826f8423a:ALL_HUNKS	*	*	*		G6	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained under root-local hygiene and release contracts	artifacts/quality/G6/result.md	c4731321ea5201929c2caf284b992199fa1e8e89
82fc6f16f80176e9ee6e2579df56c540d3517273	82fc6f16f80176e9ee6e2579df56c540d3517273:ALL_HUNKS	*	*	*		G6	VERIFIED_CLEAN_IMPLEMENTATION	Intent retained under root-local hygiene and release contracts	artifacts/quality/G6/result.md	c4731321ea5201929c2caf284b992199fa1e8e89
482b36aec8811956c08626ebe634d9dc2fa646d1	482b36aec8811956c08626ebe634d9dc2fa646d1:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
4384ea1c94483c0e28f67adb78a1d2c08ed7bae7	4384ea1c94483c0e28f67adb78a1d2c08ed7bae7:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
292c926c259abfcab7d7b33676f045db14ee5ebb	292c926c259abfcab7d7b33676f045db14ee5ebb:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
a56b867a01336529149ce1ce8c6c1e4b124e618e	a56b867a01336529149ce1ce8c6c1e4b124e618e:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
4a0b9753ea08ba067e9ecf4edf7d5c3f0a31dad0	4a0b9753ea08ba067e9ecf4edf7d5c3f0a31dad0:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
99b4f71fa4791ad798b2028d5e8bf78f6804acb7	99b4f71fa4791ad798b2028d5e8bf78f6804acb7:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
20863e26d31584454979b1dd37932489c28f5a43	20863e26d31584454979b1dd37932489c28f5a43:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
9c602838b8ef49ceda3f32829cc0e2278366acfb	9c602838b8ef49ceda3f32829cc0e2278366acfb:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
57bf491f43adf1309efbe3c09cec7f02d6b0363d	57bf491f43adf1309efbe3c09cec7f02d6b0363d:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
28d693ff1ff59954110d6c387fb7a78e1fa7052a	28d693ff1ff59954110d6c387fb7a78e1fa7052a:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
9fc21a878d58e7851fc103d2f285ab03fbcf30c8	9fc21a878d58e7851fc103d2f285ab03fbcf30c8:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
5efece381be6f868f2930a6303f4c92ab4ce6102	5efece381be6f868f2930a6303f4c92ab4ce6102:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
81153be36de8c60938908635296ac80965b34c03	81153be36de8c60938908635296ac80965b34c03:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
2a8e7756eec63821080d50fcc72c012fd46fd765	2a8e7756eec63821080d50fcc72c012fd46fd765:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
225e0cae1062ae9244e1350d488fa1867249e90a	225e0cae1062ae9244e1350d488fa1867249e90a:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
c121c587502947b1a47f3941b5f5382632cbb8cd	c121c587502947b1a47f3941b5f5382632cbb8cd:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
6281ba6dea22b4217d455ae27c135513b6a0fa17	6281ba6dea22b4217d455ae27c135513b6a0fa17:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
fe41925b7414fe948dfc2cc2897b93faccafeab6	fe41925b7414fe948dfc2cc2897b93faccafeab6:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
670741c30b37057507a7abb8ab565de2eac1da28	670741c30b37057507a7abb8ab565de2eac1da28:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
a679d4b572bc47e621fc678fb1e5195050868c6e	a679d4b572bc47e621fc678fb1e5195050868c6e:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
aeda8fc1be042d485acb89ae341a80701140ffe3	aeda8fc1be042d485acb89ae341a80701140ffe3:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
aeefd504a715d9664e8ff76dd42fb03786833d5b	aeefd504a715d9664e8ff76dd42fb03786833d5b:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
a7ea4515f4481d97b7099775fdbff9410b0c1742	a7ea4515f4481d97b7099775fdbff9410b0c1742:ALL_HUNKS	*	*	*		G8	DROP_INTENTIONAL	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:PLAN-telemetry.md:1,580	PLAN-telemetry.md	0,0	1,580		G8	DROP_INTENTIONAL	historical telemetry documentation is replaced by the G8 schema evidence	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	-
283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/AppStageRouter.tsx:68,3	components/AppStageRouter.tsx	68,3	68,3	export type AppStageRouterProps = {	G8	REPLACED_BY_LEAN_TELEMETRY	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced	artifacts/quality/G8/result.md;artifacts/quality/G8/wiring/result.md;artifacts/quality/final-telemetry-schema.md	892e619c36213f6f89338e4089b394d573e37cef
