row_type	historical_sha	hunk_id	path	current_disposition	recommended_disposition	evidence	rationale
commit	fe41925b7414fe948dfc2cc2897b93faccafeab6	ALL_COMMIT	*	PENDING_LEAN_REPLACEMENT	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	historical commit is covered by the bounded summary adapter or intentional removal
commit	670741c30b37057507a7abb8ab565de2eac1da28	ALL_COMMIT	*	PENDING_LEAN_REPLACEMENT	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	historical commit is covered by the bounded summary adapter or intentional removal
commit	a679d4b572bc47e621fc678fb1e5195050868c6e	ALL_COMMIT	*	PENDING_LEAN_REPLACEMENT	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	historical commit is covered by the bounded summary adapter or intentional removal
commit	aeda8fc1be042d485acb89ae341a80701140ffe3	ALL_COMMIT	*	PENDING_LEAN_REPLACEMENT	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	historical commit is covered by the bounded summary adapter or intentional removal
commit	aeefd504a715d9664e8ff76dd42fb03786833d5b	ALL_COMMIT	*	PENDING_LEAN_REPLACEMENT	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	historical commit is covered by the bounded summary adapter or intentional removal
commit	a7ea4515f4481d97b7099775fdbff9410b0c1742	ALL_COMMIT	*	PENDING_LEAN_REPLACEMENT	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	historical commit is covered by the bounded summary adapter or intentional removal
hunk	482b36aec8811956c08626ebe634d9dc2fa646d1	482b36aec8811956c08626ebe634d9dc2fa646d1:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	4384ea1c94483c0e28f67adb78a1d2c08ed7bae7	4384ea1c94483c0e28f67adb78a1d2c08ed7bae7:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	292c926c259abfcab7d7b33676f045db14ee5ebb	292c926c259abfcab7d7b33676f045db14ee5ebb:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	a56b867a01336529149ce1ce8c6c1e4b124e618e	a56b867a01336529149ce1ce8c6c1e4b124e618e:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	4a0b9753ea08ba067e9ecf4edf7d5c3f0a31dad0	4a0b9753ea08ba067e9ecf4edf7d5c3f0a31dad0:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	99b4f71fa4791ad798b2028d5e8bf78f6804acb7	99b4f71fa4791ad798b2028d5e8bf78f6804acb7:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	20863e26d31584454979b1dd37932489c28f5a43	20863e26d31584454979b1dd37932489c28f5a43:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	9c602838b8ef49ceda3f32829cc0e2278366acfb	9c602838b8ef49ceda3f32829cc0e2278366acfb:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	57bf491f43adf1309efbe3c09cec7f02d6b0363d	57bf491f43adf1309efbe3c09cec7f02d6b0363d:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	28d693ff1ff59954110d6c387fb7a78e1fa7052a	28d693ff1ff59954110d6c387fb7a78e1fa7052a:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	9fc21a878d58e7851fc103d2f285ab03fbcf30c8	9fc21a878d58e7851fc103d2f285ab03fbcf30c8:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	5efece381be6f868f2930a6303f4c92ab4ce6102	5efece381be6f868f2930a6303f4c92ab4ce6102:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	81153be36de8c60938908635296ac80965b34c03	81153be36de8c60938908635296ac80965b34c03:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	2a8e7756eec63821080d50fcc72c012fd46fd765	2a8e7756eec63821080d50fcc72c012fd46fd765:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	225e0cae1062ae9244e1350d488fa1867249e90a	225e0cae1062ae9244e1350d488fa1867249e90a:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	c121c587502947b1a47f3941b5f5382632cbb8cd	c121c587502947b1a47f3941b5f5382632cbb8cd:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	6281ba6dea22b4217d455ae27c135513b6a0fa17	6281ba6dea22b4217d455ae27c135513b6a0fa17:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	fe41925b7414fe948dfc2cc2897b93faccafeab6	fe41925b7414fe948dfc2cc2897b93faccafeab6:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	670741c30b37057507a7abb8ab565de2eac1da28	670741c30b37057507a7abb8ab565de2eac1da28:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	a679d4b572bc47e621fc678fb1e5195050868c6e	a679d4b572bc47e621fc678fb1e5195050868c6e:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	aeda8fc1be042d485acb89ae341a80701140ffe3	aeda8fc1be042d485acb89ae341a80701140ffe3:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	aeefd504a715d9664e8ff76dd42fb03786833d5b	aeefd504a715d9664e8ff76dd42fb03786833d5b:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	a7ea4515f4481d97b7099775fdbff9410b0c1742	a7ea4515f4481d97b7099775fdbff9410b0c1742:ALL_HUNKS	*	PENDING_LEAN_REPLACEMENT	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:PLAN-telemetry.md:1,580	PLAN-telemetry.md	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical telemetry documentation is replaced by the G8 schema evidence
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:components/AppStageRouter.tsx:68,3	components/AppStageRouter.tsx	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:docs/deployment.md:35,3	docs/deployment.md	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:21,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:68,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:179,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:197,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:204,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:211,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppCharacterImportActions.ts:235,3	hooks/useAppCharacterImportActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:38,3	hooks/useAppMechanismActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:428,3	hooks/useAppMechanismActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppMechanismActions.ts:460,3	hooks/useAppMechanismActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppPathActions.ts:12,3	hooks/useAppPathActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppPathActions.ts:97,3	hooks/useAppPathActions.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:27,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:115,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:124,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:147,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:165,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:173,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:184,3	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:207,8	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useAppProjectCommands.ts:296,5	hooks/useAppProjectCommands.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useMotionSmithAppController.ts:17,6	hooks/useMotionSmithAppController.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useMotionSmithAppController.ts:286,3	hooks/useMotionSmithAppController.ts	PENDING_HUNK_VERIFICATION	REPLACED_BY_LEAN_TELEMETRY	artifacts/quality/G8/result.md	stable product boundary is eligible for Sol-owned lean summary wiring; historical event stream is replaced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:1,2	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:112,3	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:193,9	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:215,9	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:234,4	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:242,3	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:247,6	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:256,6	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:hooks/useStudyTelemetry.ts:291,3	hooks/useStudyTelemetry.ts	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:infrastructure/study/worker.js:83,9	infrastructure/study/worker.js	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:infrastructure/study/worker.js:113,6	infrastructure/study/worker.js	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:infrastructure/study/worker.js:486,3	infrastructure/study/worker.js	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
hunk	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81	283e0be97a6219d4dbc5c7f7a413eb1d2a3dbb81:infrastructure/study/worker.js:490,12	infrastructure/study/worker.js	PENDING_HUNK_VERIFICATION	DROP_INTENTIONAL	artifacts/quality/G8/result.md	historical replay, delivery, server, snapshot, or old test surface is intentionally not reproduced
